Time for screening with MACD: 6.78 (s)
Number of screened stocks: 560
     Sector      Code  Name            ChagesRatio        Marcap  MACD
437  화장품    214370  케어젠                    -1.77  1729623000000  2. 상승 추세 / 눌림목
388  화장품    123330  제닉                      -1.06   298825500000  1. 상승 추세 / 추세 확대중
336  화장품    090430  아모레퍼시픽              -0.95  7855577533700  2. 상승 추세 / 눌림목
254  화장품    044820  코스맥스비티아이          -0.78   142330109220  2. 상승 추세 / 눌림목
472  화장품    278470  에이피알                  -0.78  4638055576000  2. 상승 추세 / 눌림목
411  화장품    161890  한국콜마                  -0.7   2004071037300  2. 상승 추세 / 눌림목
174  화장품    024720  콜마홀딩스                 0.08   416013621670  1. 상승 추세 / 추세 확대중
420  화장품    192820  코스맥스                   0.73  2457168698500  2. 상승 추세 / 눌림목
452  화장품    251120  바이오에프디엔씨           2.83   146609502000  1. 상승 추세 / 추세 확대중
556  화장품    950140  잉글우드랩                 4.08   212188808880  2. 상승 추세 / 눌림목
340  화장품    092730  네오팜                     4.67   239458155660  1. 상승 추세 / 추세 확대중
503  화장품    352480  씨앤씨인터내셔널           5.18   357998390750  1. 상승 추세 / 추세 확대중
330  화장품    086710  선진뷰티사이언스           6      172920477600  2. 상승 추세 / 눌림목
