level_0,index,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Sector,FICS
1957,311,272450,KR7272450008,진에어,KOSPI,,8830,1,100,1.15,8800,8830,8690,56990,499612850,4609,52200000,STK,운송/항공/물류,Airlines
1958,458,272550,KR7272550005,삼양패키징,KOSPI,,13600,1,70,0.52,13550,13640,13550,3731,50744860,2085,15330971,STK,음식료,Containers & Packaging
1960,1548,273640,KR7273640003,와이엠텍,KOSDAQ,벤처기업부,10030,1,130,1.31,9950,10030,9870,12327,122789860,1099,10966000,KSQ,전력기기,Electtronic Equipment & Instruments
1961,1322,274090,KR7274090000,켄코아에어로스페이스,KOSDAQ,기술성장기업부,12490,1,50,0.4,12500,12600,12360,98732,1232995645,1636,13104750,KSQ,운송/항공/물류,Commercial Services & Supplies
1968,853,277810,KR7277810008,레인보우로보틱스,KOSDAQ,기술성장기업부,285500,2,-1000,-0.35,288500,290000,285500,75129,21582331250,55386,19399858,KSQ,AI,Machinery
1969,1452,277880,KR7277880001,티에스아이,KOSDAQ,기술성장기업부,6330,1,150,2.43,6180,6400,6150,96051,605199065,1276,20160832,KSQ,이차전지 장비,Electtronic Equipment & Instruments
1970,1029,278280,KR7278280003,천보,KOSDAQ,우량기업부,37150,1,500,1.36,36700,37550,36500,34180,1268644275,3715,10000000,KSQ,이차전지 소재,Electtronic Equipment & Instruments
1971,110,278470,KR7278470000,에이피알,KOSPI,,74900,1,100,0.13,74600,76000,73800,297854,22304681800,28054,37456555,STK,미용기기,Personal Products
1972,1384,278650,KR7278650007,HLB바이오스텝,KOSDAQ,우량기업부,1651,1,9,0.55,1642,1670,1639,140294,231767509,1436,87005539,KSQ,헬스케어,Health Care Equipment & Supplies
1973,187,280360,KR7280360009,롯데웰푸드,KOSPI,,118500,2,-700,-0.59,119100,120400,117900,7786,923135500,11179,9434574,STK,음식료,Food Products
1974,907,281740,KR7281740001,레이크머티리얼즈,KOSDAQ,우량기업부,13290,1,230,1.76,13280,13400,13040,190463,2523420095,8735,65730548,KSQ,반도체 소재,Chemicals
1975,280,281820,KR7281820001,케이씨텍,KOSPI,,26050,1,500,1.96,25950,26200,25650,186512,4826967525,5389,20690323,STK,반도체 장비,Semiconductors & Semiconductor Equipment
1976,140,282330,KR7282330000,BGF리테일,KOSPI,,105300,1,2100,2.03,103700,105600,102600,53432,5572273956,18199,17283906,STK,유통/소매,Distributors
1977,1444,282720,KR7282720002,금양그린파워,KOSDAQ,중견기업부,10660,2,-360,-3.27,10970,11180,10650,348818,3804341025,1291,12119500,KSQ,신재생에너지,Energy Equipment & service
1978,1366,282880,KR7282880004,코윈테크,KOSDAQ,우량기업부,13020,1,120,0.93,12940,13130,12940,20778,271033575,1493,11469370,KSQ,반도체 장비,Machinery
1979,295,284740,KR7284740008,쿠쿠홈시스,KOSPI,,22150,1,250,1.14,22150,22200,21750,15465,340934000,4969,22437330,STK,가전제품,Household Durables
1980,250,285130,KR7285130001,SK케미칼,KOSPI,,40500,1,2750,7.28,38150,40700,38150,111020,4446228575,6987,17253783,STK,정유/화학/가스,Chemicals
1981,1201,285490,KR7285490009,노바텍,KOSDAQ,우량기업부,19960,1,330,1.68,19990,21600,19800,767151,15929912450,2110,10575831,KSQ,디스플레이 소재,Mobile phone and Mobile accessory
1984,394,286940,KR7286940002,롯데이노베이트,KOSPI,,18370,1,120,0.66,18250,18490,18190,3239,59148800,2779,15129367,STK,IT소프트웨어,IT Services
1989,1394,289220,KR7289220006,자이언트스텝,KOSDAQ,기술성장기업부,6370,2,-430,-6.32,6700,6760,6260,293772,1889331645,1421,22312221,KSQ,AI,Media
1990,1550,289930,KR7289930000,웨이비스,KOSDAQ,기술성장기업부,8770,2,-50,-0.57,8950,8950,8770,64997,574162825,1097,12519593,KSQ,엔터테인먼트,Commercial Services & Supplies
1995,1388,290550,KR7290550003,디케이티,KOSDAQ,우량기업부,7140,1,20,0.28,7200,7230,7120,22067,157841500,1428,20001230,KSQ,IT하드웨어/반도체,Mobile phone and Mobile accessory
1997,970,290650,KR7290650001,엘앤씨바이오,KOSDAQ,우량기업부,21400,1,50,0.23,21400,21600,21150,59828,1278696050,4854,22684891,KSQ,헬스케어,Health Care Equipment & Supplies
1999,1600,290670,KR7290670009,대보마그네틱,KOSDAQ,우량기업부,12980,1,1780,15.89,11200,14500,11200,1493321,20035003900,1019,7857660,KSQ,이차전지 장비,Electtronic Equipment & Instruments
2000,1231,290690,KR7290690007,소룩스,KOSDAQ,중견기업부,4070,1,160,4.09,3915,4215,3870,649513,2647125498,1973,48498743,KSQ,건자재,Display and Display accessory
2005,460,293480,KR7293480000,하나제약,KOSPI,,11620,1,80,0.69,11550,11710,11510,25367,294187070,2065,17772946,STK,바이오/제약/신약개발,Pharmaceuticals
2006,892,293490,KR7293490009,카카오게임즈,KOSDAQ GLOBAL,우량기업부,14260,1,90,0.64,14180,14360,13960,112132,1596869585,11816,82866437,KSQ,게임,Game Software
2007,1360,293580,KR7293580007,나우IB,KOSDAQ,중견기업부,1591,2,-14,-0.87,1600,1790,1550,21078186,35132823322,1510,94929950,KSQ,창업투자/VC,Diversified Financial Services
2008,1223,293780,KR7293780003,압타바이오,KOSDAQ,기술성장기업부,7400,2,-160,-2.12,7570,7670,7400,77057,579843420,1989,26881360,KSQ,바이오/제약/신약개발,Pharmaceuticals
2009,253,293940,KR7293940003,신한알파리츠,KOSPI,,5700,3,0,0.0,5700,5740,5680,89113,508424805,6893,120940123,STK,기타금융,Real Estate
2011,1198,294570,KR7294570007,쿠콘,KOSDAQ,벤처기업부,20700,2,-300,-1.43,20950,21150,20350,66115,1372684925,2122,10254685,KSQ,IT소프트웨어,IT Services
2013,154,294870,KR7294870001,HDC현대산업개발,KOSPI,,23600,2,-50,-0.21,23750,23950,23500,172139,4089501850,15554,65907330,STK,건설,Construction & Engineering
2014,1140,295310,KR7295310007,에이치브이엠,KOSDAQ,기술성장기업부,21450,2,-250,-1.15,22350,22500,21300,139423,3060248925,2552,11901931,KSQ,이차전지 장비,Metal & Mining
2016,1317,297090,KR7297090003,씨에스베어링,KOSDAQ,중견기업부,6030,1,180,3.08,5980,6120,5900,142984,860632985,1644,27270000,KSQ,신재생에너지,Machinery
2018,1272,297890,KR7297890006,HB솔루션,KOSDAQ,우량기업부,2480,1,35,1.43,2500,2515,2465,189053,470378965,1813,73140914,KSQ,디스플레이 장비,Display and Display accessory
2019,546,298000,KR7298000001,효성화학,KOSPI,,38900,0,0,0.0,0,0,0,0,0,1475,3791811,STK,정유/화학/가스,Chemicals
2020,210,298020,KR7298020009,효성티앤씨,KOSPI,,213500,1,2500,1.18,212500,214500,211000,7056,1503095000,9239,4327682,STK,섬유/의류,"Textiles,Apparel"
2021,81,298040,KR7298040007,효성중공업,KOSPI,,459500,1,21000,4.79,447000,466000,447000,64556,29535604000,42846,9324548,STK,전력기기,Electrical Equipment
2022,231,298050,KR7298050006,HS효성첨단소재,KOSPI,,177700,1,2800,1.6,176900,179400,175700,5757,1026796250,7960,4479948,STK,정유/화학/가스,Chemicals
2023,861,298380,KR7298380007,에이비엘바이오,KOSDAQ,기술성장기업부,69000,1,500,0.73,68100,69400,67400,648436,44430691500,33484,48528007,KSQ,바이오/제약/신약개발,Biotechnology
2024,1364,298540,KR7298540006,더네이쳐홀딩스,KOSDAQ,우량기업부,10140,1,110,1.1,10030,10150,9860,36800,371494390,1497,14765856,KSQ,의류,"Textiles,Apparel"
2025,423,298690,KR7298690009,에어부산,KOSPI,,2060,1,15,0.73,2045,2065,2040,73292,150648832,2402,116640000,STK,운송/항공/물류,Airlines
2026,1117,298830,KR7298830001,슈어소프트테크,KOSDAQ,벤처기업부,5170,2,-70,-1.34,5370,5370,5170,266518,1398389505,2720,52619061,KSQ,IT소프트웨어,Software
2027,1330,299030,KR7299030007,하나기술,KOSDAQ,벤처기업부,20200,1,310,1.56,19950,20600,19950,11009,223627700,1614,7994910,KSQ,이차전지 장비,Electtronic Equipment & Instruments
2030,1184,299900,KR7299900001,위지윅스튜디오,KOSDAQ,우량기업부,1278,1,39,3.15,1239,1285,1238,490016,620814896,2186,171048884,KSQ,엔터테인먼트,Media
2031,1494,300080,KR7300080009,플리토,KOSDAQ,기술성장기업부,21600,1,300,1.41,21400,21750,21250,40847,880313100,1188,5501817,KSQ,AI,IT Services
2033,180,300720,KR7300720000,한일시멘트,KOSPI,,17050,1,70,0.41,17070,17220,17050,54860,940086165,11809,69261540,STK,건자재,Construction Materials
2036,102,302440,KR7302440003,SK바이오사이언스,KOSPI,,40450,1,200,0.5,40300,40850,40150,76430,3098093350,31700,78369145,STK,바이오/제약/신약개발,Pharmaceuticals
2037,1584,302550,KR7302550009,리메드,KOSDAQ,기술성장기업부,3405,1,25,0.74,3380,3405,3330,48998,164307335,1043,30638080,KSQ,헬스케어,Health Care Equipment & Supplies
2041,1331,303810,KR7303810006,동국생명과학,KOSDAQ,중견기업부,10070,2,-60,-0.59,10150,10250,10060,134124,1361715870,1610,15992070,KSQ,바이오/제약/신약개발,Health Care Equipment & Supplies
2042,1019,304100,KR7304100001,솔트룩스,KOSDAQ,기술성장기업부,32500,2,-200,-0.61,33150,33550,32250,320464,10545067375,3942,12130568,KSQ,AI,IT Services
2043,1126,304360,KR7304360001,에스바이오메딕스,KOSDAQ,중견기업부,22250,1,550,2.53,21700,22950,21200,132166,2963098025,2638,11859796,KSQ,바이오/제약/신약개발,Biotechnology
2045,1276,305090,KR7305090003,마이크로디지탈,KOSDAQ,기술성장기업부,9920,2,-130,-1.29,10180,10180,9920,71698,716250875,1787,18014903,KSQ,진단기기/의료기기,Health Care Equipment & Supplies
2047,289,306200,KR7306200007,세아제강,KOSPI,,179300,2,-1400,-0.77,181800,187000,177700,20773,3738164850,5085,2836300,STK,철강/비철금속,Metal & Mining
2048,1602,306620,KR7306620006,네온테크,KOSDAQ,벤처기업부,2340,1,30,1.3,2320,2350,2310,156996,365884369,1017,43463871,KSQ,IT하드웨어/반도체,Semiconductors & Semiconductor Equipment
2051,1328,307750,KR7307750000,국전약품,KOSDAQ,우량기업부,3240,1,5,0.15,3235,3250,3205,14755,47652025,1618,49966130,KSQ,바이오/제약/신약개발,Pharmaceuticals
2054,100,307950,KR7307950006,현대오토에버,KOSPI,,118700,1,800,0.68,118500,119100,117800,21340,2525500400,32552,27423982,STK,IT소프트웨어,IT Services
2058,1173,308430,KR7308430008,셀비온,KOSDAQ,기술성장기업부,17450,2,-960,-5.21,18550,18670,16990,187156,3329254730,2233,12801009,KSQ,진단기기/의료기기,Pharmaceuticals
2060,1484,309960,KR7309960003,LB인베스트먼트,KOSDAQ,중견기업부,5220,2,-80,-1.51,5300,5360,5140,677859,3546309835,1211,23217239,KSQ,창업투자/VC,Diversified Financial Services
2061,1306,310200,KR7310200001,애니플러스,KOSDAQ,우량기업부,3725,1,75,2.05,3695,3755,3590,292737,1074767036,1695,45520979,KSQ,엔터테인먼트,Media
2062,868,310210,KR7310210000,보로노이,KOSDAQ,기술성장기업부,110600,1,4000,3.75,107500,114800,106000,206484,23034421850,20337,18388449,KSQ,바이오/제약/신약개발,Pharmaceuticals
2065,1586,311390,KR7311390009,네오크레마,KOSDAQ,벤처기업부,8210,1,560,7.32,7720,8320,7720,112451,913712170,1038,12653789,KSQ,음식료,Food Products
2066,1434,311690,KR7311690002,CJ 바이오사이언스,KOSDAQ,기술성장기업부,10080,2,-240,-2.33,10320,10530,10010,24776,251829430,1316,13065462,KSQ,바이오/제약/신약개발,Health Care Equipment & Supplies
2071,989,314930,KR7314930009,바이오다인,KOSDAQ,기술성장기업부,15130,2,-300,-1.94,15370,15700,15070,162655,2481621155,4503,29764103,KSQ,진단기기/의료기기,Health Care Equipment & Supplies
2072,1334,315640,KR7315640003,딥노이드,KOSDAQ,기술성장기업부,7170,2,-130,-1.78,7210,7240,6930,282934,2000845765,1607,22421268,KSQ,AI,IT Services
2073,31,316140,KR7316140003,우리금융지주,KOSPI,,17300,1,100,0.58,17200,17340,17200,1855981,32096833475,128468,742591501,STK,은행,Commercial Banks
2076,969,317330,KR7317330009,덕산테코피아,KOSDAQ,우량기업부,23750,1,100,0.42,24350,24350,23500,61623,1468358500,4863,20476584,KSQ,디스플레이 소재,Semiconductors & Semiconductor Equipment
2077,576,317400,KR7317400000,자이에스앤디,KOSPI,,3410,1,55,1.64,3355,3420,3350,14734,49970052,1322,38782520,STK,건설,Construction & Engineering
2080,1537,317770,KR7317770006,엑스페릭스,KOSDAQ,벤처기업부,4420,2,-235,-5.05,4655,4690,4310,4047143,18288612220,1120,25358187,KSQ,디스플레이 장비,Security system equipment
2083,1332,317870,KR7317870004,엔바이오니아,KOSDAQ,기술성장기업부,18930,1,210,1.12,18720,19180,18520,28141,532053085,1610,8506750,KSQ,건자재,Household Durables
2089,960,319400,KR7319400008,현대무벡스,KOSDAQ,우량기업부,4460,1,135,3.12,4305,4460,4300,1054041,4624924779,5255,117845901,KSQ,운송/항공/물류,Transportation Infrastructure
2090,955,319660,KR7319660007,피에스케이,KOSDAQ GLOBAL,우량기업부,18710,1,90,0.48,18960,19130,18560,193666,3629703705,5419,28966714,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
2094,1496,321550,KR7321550006,티움바이오,KOSDAQ,기술성장기업부,4440,2,-210,-4.52,4640,4700,4360,115551,521349890,1186,26712231,KSQ,바이오/제약/신약개발,Pharmaceuticals
2095,1243,321820,KR7321820003,아티스트컴퍼니,KOSDAQ,기술성장기업부,12200,1,380,3.21,11790,12240,11790,147192,1777716425,1902,15591376,KSQ,엔터테인먼트,IT Services
2096,368,322000,KR7322000001,HD현대에너지솔루션,KOSPI,,28650,1,1150,4.18,27600,29600,27600,520976,15012042400,3208,11200000,STK,신재생에너지,Energy Equipment & service
2097,1559,322180,KR7322180001,LS티라유텍,KOSDAQ,벤처기업부,5220,1,30,0.58,5180,5230,5120,40266,208537470,1092,20921984,KSQ,IT소프트웨어,Software
2098,1217,322310,KR7322310004,오로스테크놀로지,KOSDAQ,벤처기업부,21450,1,1250,6.19,20800,21500,20550,54825,1160704675,2009,9366542,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
2099,1268,322510,KR7322510009,제이엘케이,KOSDAQ,기술성장기업부,7160,2,-10,-0.14,7230,7240,7000,43097,309374150,1827,25528892,KSQ,AI,Health Care Equipment & Supplies
2101,937,323280,KR7323280008,태성,KOSDAQ,중견기업부,20650,1,200,0.98,20300,20950,20300,160023,3293494800,6286,30440730,KSQ,자동차 부품,Electtronic Equipment & Instruments
2103,40,323410,KR7323410001,카카오뱅크,KOSPI,,21900,1,150,0.69,21900,22000,21600,470417,10260769400,104457,476976137,STK,기타금융,Commercial Banks
2104,1189,323990,KR7323990002,박셀바이오,KOSDAQ,기술성장기업부,9330,2,-470,-4.8,10000,10180,9330,376405,3627224160,2169,23257345,KSQ,바이오/제약/신약개발,Pharmaceuticals
2105,50,326030,KR7326030004,SK바이오팜,KOSPI,,103200,2,-1100,-1.05,104400,104900,102400,116713,12035549000,80819,78313250,STK,바이오/제약/신약개발,Pharmaceuticals
2107,875,328130,KR7328130000,루닛,KOSDAQ,기술성장기업부,54100,2,-600,-1.1,54300,56400,54000,298922,16427877050,15686,28995240,KSQ,AI,Health Care Equipment & Supplies
2109,6,329180,KR7329180004,HD현대중공업,KOSPI,,403000,1,27000,7.18,398500,406000,386000,715017,285248831000,357755,88773116,STK,조선/기계/중공업,Shipbuilding
2111,199,330590,KR7330590001,롯데리츠,KOSPI,,3505,2,-45,-1.27,3545,3550,3480,215191,753973322,10128,288968884,STK,기타금융,Real Estate
2113,1430,330860,KR7330860008,네패스아크,KOSDAQ,우량기업부,10900,1,160,1.49,10810,11000,10780,18061,196310070,1328,12184045,KSQ,반도체,Semiconductors & Semiconductor Equipment
2119,1382,332570,KR7332570001,와이팜,KOSDAQ,벤처기업부,3260,1,245,8.13,3080,3300,3050,2028705,6510539420,1440,44176320,KSQ,IT하드웨어/반도체,Mobile phone and Mobile accessory
2121,1361,333430,KR7333430007,일승,KOSDAQ,중견기업부,4915,1,20,0.41,4895,5040,4800,2066926,10170277188,1510,30726747,KSQ,건설,Shipbuilding
2123,425,334890,KR7334890001,이지스밸류리츠,KOSPI,,4660,1,10,0.22,4675,4675,4640,24574,114225700,2397,51443469,STK,기타금융,Real Estate
2124,1066,334970,KR7334970001,프레스티지바이오로직스,KOSDAQ,기술성장기업부,4240,2,-95,-2.19,4320,4330,4230,52194,221859795,3282,77417637,KSQ,바이오/제약/신약개발,Pharmaceuticals
2127,975,335890,KR7335890000,비올,KOSDAQ,중견기업부,8200,2,-60,-0.73,8370,8370,8110,270640,2212346655,4790,58419125,KSQ,미용기기,Health Care Equipment & Supplies
2129,197,336260,KR7336260005,두산퓨얼셀,KOSPI,,15510,1,270,1.77,15490,15850,15260,376717,5871366800,10158,65493726,STK,신재생에너지,Electtronic Equipment & Instruments
2130,273,336370,KR7336370002,솔루스첨단소재,KOSPI,,8330,1,420,5.31,8100,8460,8010,153579,1265822180,5849,70217344,STK,디스플레이 소재,Electtronic Equipment & Instruments
2131,925,336570,KR7336570007,원텍,KOSDAQ,기술성장기업부,8050,1,10,0.12,8060,8190,7940,484201,3894150320,7191,89340619,KSQ,미용기기,Health Care Equipment & Supplies
2132,1302,336680,KR7336680004,탑런토탈솔루션,KOSDAQ,중견기업부,8720,1,10,0.11,8740,8780,8650,7062,61555135,1706,19572779,KSQ,IT소프트웨어,Auto Components
2133,1270,337930,KR7337930002,젝시믹스,KOSDAQ,우량기업부,6220,2,-80,-1.27,6370,6370,6160,75677,470908320,1823,29311547,KSQ,의류,"Textiles,Apparel"
2135,1120,338220,KR7338220007,뷰노,KOSDAQ,기술성장기업부,19170,1,220,1.16,19100,19540,19000,65075,1253900070,2683,13999323,KSQ,AI,Health Care Equipment & Supplies
2136,1521,338840,KR7338840002,와이바이오로직스,KOSDAQ,기술성장기업부,7760,2,-50,-0.64,7840,7910,7700,53201,414968625,1147,14782516,KSQ,바이오/제약/신약개발,Biotechnology
2137,401,339770,KR7339770000,교촌에프앤비,KOSPI,,5420,1,50,0.93,5430,5440,5370,37349,201452595,2708,49965080,STK,음식료,Food Products
2138,1502,339950,KR7339950008,아이비김영,KOSDAQ,중견기업부,2605,1,35,1.36,2590,2630,2570,370562,963775564,1170,44946655,KSQ,미디어,Education
2141,947,340570,KR7340570001,티앤엘,KOSDAQ,우량기업부,71100,2,-500,-0.7,72100,72400,71000,37625,2689602100,5779,8128000,KSQ,헬스케어,Health Care Equipment & Supplies
2144,288,344820,KR7344820006,KCC글라스,KOSPI,,31950,1,350,1.11,31650,32100,31500,25365,809793425,5102,15970512,STK,건자재,Building Products
2147,1030,347700,KR7347700007,스피어,KOSDAQ,기술성장기업부,9600,1,260,2.78,9850,11060,8800,1556715,15614554515,3696,38500917,KSQ,IT소프트웨어,Health Care Equipment & Supplies
2150,926,347850,KR7347850000,디앤디파마텍,KOSDAQ,기술성장기업부,66400,1,5700,9.39,60000,67100,59500,792673,51043284550,7109,10707301,KSQ,바이오/제약/신약개발,Biotechnology
2155,1607,348150,KR7348150004,고바이오랩,KOSDAQ,기술성장기업부,5190,2,-60,-1.14,5260,5360,5170,60817,319289080,1007,19418889,KSQ,바이오/제약/신약개발,Biotechnology
2156,943,348210,KR7348210006,넥스틴,KOSDAQ GLOBAL,우량기업부,55900,1,800,1.45,56200,56500,54600,39973,2212977250,5856,10477005,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
2157,1098,348340,KR7348340001,뉴로메카,KOSDAQ,기술성장기업부,25800,1,50,0.19,26450,26450,25600,31792,822089975,2925,11337587,KSQ,조선/기계/중공업,Machinery
2159,871,348370,KR7348370008,엔켐,KOSDAQ,벤처기업부,82700,2,-2700,-3.16,87100,87100,82600,196517,16492724750,17527,21194303,KSQ,이차전지 소재,Electtronic Equipment & Instruments
2160,285,348950,KR7348950007,제이알글로벌리츠,KOSPI,,2685,1,15,0.56,2680,2700,2655,280073,751058963,5299,197376000,STK,기타금융,Real Estate
2161,535,350520,KR7350520003,이지스레지던스리츠,KOSPI,,4200,2,-20,-0.47,4240,4240,4185,21202,88984601,1548,36866202,STK,기타금융,Real Estate
2166,1065,352480,KR7352480008,씨앤씨인터내셔널,KOSDAQ,벤처기업부,32800,1,550,1.71,32500,33000,32050,51122,1663962650,3284,10013941,KSQ,화장품,Personal Products
2168,43,352820,KR7352820005,하이브,KOSPI,,232500,1,4500,1.97,228500,234500,226500,172035,39918190500,96841,41652097,STK,엔터테인먼트,Media
2172,239,353200,KR7353200009,대덕전자,KOSPI,,14740,1,140,0.96,14700,14890,14620,176365,2595470080,7284,49416925,STK,IT하드웨어/반도체,Electtronic Equipment & Instruments
2174,1294,353810,KR7353810005,이지바이오,KOSDAQ,우량기업부,5240,1,20,0.38,5250,5270,5160,128828,674148345,1733,33081920,KSQ,음식료,Food Products
2176,1356,354320,KR7354320004,알멕,KOSDAQ,기술성장기업부,23900,1,150,0.63,24000,24000,23500,13883,329353500,1527,6391381,KSQ,자동차 부품,Auto Components
2178,1545,355390,KR7355390006,크라우드웍스,KOSDAQ,기술성장기업부,12350,1,350,2.92,12020,12400,11810,483158,5836148980,1103,8937936,KSQ,AI,IT Services
2180,1205,356680,KR7356680009,엑스게이트,KOSDAQ,벤처기업부,7330,2,-60,-0.81,7470,7470,7260,200155,1477418045,2092,28543492,KSQ,IT소프트웨어,Software
2181,1249,356860,KR7356860007,티엘비,KOSDAQ,우량기업부,19180,1,530,2.84,19100,19320,18920,131648,2519654645,1885,9832630,KSQ,IT하드웨어/반도체,Semiconductors & Semiconductor Equipment
2183,318,357120,KR7357120005,코람코라이프인프라리츠,KOSPI,,4470,1,45,1.02,4430,4480,4405,72452,322305608,4350,97335354,STK,기타금융,Real Estate
2184,1547,357230,KR7357230002,에이치피오,KOSDAQ,중견기업부,2615,1,45,1.75,2580,2620,2565,49642,129230175,1100,42089487,KSQ,헬스케어,Food Products
2187,1123,357550,KR7357550003,석경에이티,KOSDAQ,기술성장기업부,48800,1,1600,3.39,46800,49100,46800,7347,355770050,2662,5455000,KSQ,반도체 소재,Chemicals
2189,882,357780,KR7357780006,솔브레인,KOSDAQ,우량기업부,178900,1,3900,2.23,177200,179500,176500,14101,2507408450,13915,7778566,KSQ,반도체 소재,Semiconductors & Semiconductor Equipment
2191,908,358570,KR7358570000,지아이이노베이션,KOSDAQ,기술성장기업부,13970,2,-110,-0.78,14150,14350,13900,378103,5331922195,8607,61614273,KSQ,바이오/제약/신약개발,Biotechnology
2193,1187,360070,KR7360070007,탑머티리얼,KOSDAQ,중견기업부,26800,1,750,2.88,26700,27200,26200,32210,859509425,2175,8117643,KSQ,이차전지 소재,Electtronic Equipment & Instruments
2195,1477,361390,KR7361390008,제노코,KOSDAQ,우량기업부,16480,2,-30,-0.18,16350,16560,16320,14925,245288280,1236,7500789,KSQ,방위산업,Commuications Equipment
2197,145,361610,KR7361610009,SK아이이테크놀로지,KOSPI,,23000,1,650,2.91,22750,23450,22350,153625,3525046725,16398,71297592,STK,이차전지 소재,Electtronic Equipment & Instruments
2199,1489,362320,KR7362320004,청담글로벌,KOSDAQ,중견기업부,5700,1,290,5.36,5410,5920,5410,296405,1688327835,1199,21051290,KSQ,유통/소매,Internet Retail
2203,624,363280,KR7363280009,티와이홀딩스,KOSPI,,2130,1,45,2.16,2085,2155,2085,51750,110074315,1074,50429268,STK,지주회사,Hotel & Leisure
2205,1301,365330,KR7365330000,에스와이스틸텍,KOSDAQ,중견기업부,5580,1,80,1.45,5600,5610,5530,231146,1286627065,1708,30610000,KSQ,철강/비철금속,Building Products
2206,1001,365340,KR7365340009,성일하이텍,KOSDAQ,기술성장기업부,35300,1,800,2.32,35300,35900,34750,32547,1155137875,4298,12176475,KSQ,이차전지 소재,Electtronic Equipment & Instruments
2207,194,365550,KR7365550003,ESR켄달스퀘어리츠,KOSPI,,4855,1,50,1.04,4790,4885,4725,202310,977224792,10345,213089000,STK,기타금융,Real Estate
2208,1561,365590,KR7365590009,하이딥,KOSDAQ,기술성장기업부,703,2,-2,-0.28,725,725,702,55794,39509878,1083,154081269,KSQ,AI,Semiconductors & Semiconductor Equipment
2213,1176,368770,KR7368770004,파이버프로,KOSDAQ,벤처기업부,6760,2,-130,-1.89,6940,6940,6630,325037,2199038055,2220,32854225,KSQ,통신,Electtronic Equipment & Instruments
2216,1411,370090,KR7370090003,퓨런티어,KOSDAQ,기술성장기업부,16130,1,230,1.45,16500,16620,16010,171906,2794593285,1380,8556830,KSQ,반도체 장비,Electtronic Equipment & Instruments
2217,1132,371950,KR7371950007,풍원정밀,KOSDAQ,기술성장기업부,12400,1,250,2.06,12440,13080,12220,57014,725595590,2609,21040488,KSQ,자동차 부품,Display and Display accessory
2218,1114,372170,KR7372170001,윤성에프앤씨,KOSDAQ,기술성장기업부,34550,1,750,2.22,34300,35050,34000,17621,609145575,2756,7979048,KSQ,이차전지 장비,Electtronic Equipment & Instruments
2219,1023,372320,KR7372320002,큐로셀,KOSDAQ,기술성장기업부,26900,2,-400,-1.47,27150,27300,26800,21463,579029075,3853,14323581,KSQ,바이오/제약/신약개발,Biotechnology
2223,1594,373160,KR7373160001,데이원컴퍼니,KOSDAQ,기술성장기업부,7450,2,-520,-6.52,7980,8020,7380,279625,2141160135,1025,13763530,KSQ,IT소프트웨어,Education
2226,2,373220,KR7373220003,LG에너지솔루션,KOSPI,,343500,1,2000,0.59,347500,347500,340000,104822,36002599250,803790,234000000,STK,이차전지 배터리,Electtronic Equipment & Instruments
2227,148,375500,KR7375500006,DL이앤씨,KOSPI,,41600,1,200,0.48,42000,42000,41400,70857,2954176450,16096,38693623,STK,건설,Construction & Engineering
2229,1371,376270,KR7376270005,에이치이엠파마,KOSDAQ,기술성장기업부,21200,2,-400,-1.85,21600,21750,20850,42105,889477425,1475,6962039,KSQ,헬스케어,Health Care Equipment & Supplies
2231,899,376300,KR7376300000,디어유,KOSDAQ,기술성장기업부,44000,1,2450,5.9,41650,45600,41450,589427,26167280675,10444,23738406,KSQ,IT소프트웨어,Internet Services
2235,388,377190,KR7377190004,디앤디플랫폼리츠,KOSPI,,3215,1,5,0.16,3210,3230,3175,24522,78346570,2842,88400000,STK,기타금융,Real Estate
2237,84,377300,KR7377300009,카카오페이,KOSPI,,29800,2,-650,-2.13,30600,30600,29200,235480,7004794625,40134,134680121,STK,IT소프트웨어,Consumer Finance
2239,1191,377450,KR7377450002,리파인,KOSDAQ,중견기업부,12390,2,-70,-0.56,12440,12640,12390,18132,225777860,2147,17330000,KSQ,IT소프트웨어,Commercial Services & Supplies
2241,1519,377480,KR7377480009,마음AI,KOSDAQ,기술성장기업부,17140,2,-10,-0.06,17290,17380,17090,75802,1303922415,1150,6714868,KSQ,AI,IT Services
2242,308,377740,KR7377740006,바이오노트,KOSPI,,4580,3,0,0.0,4610,4655,4570,75372,345809294,4674,102056048,STK,진단기기/의료기기,Health Care Equipment & Supplies
2243,1069,378340,KR7378340004,필에너지,KOSDAQ,중견기업부,15210,1,290,1.94,15100,15350,14920,74071,1121571410,3251,21377882,KSQ,이차전지 장비,Electtronic Equipment & Instruments
2247,1565,381620,KR7381620004,제닉스,KOSDAQ,중견기업부,8190,1,80,0.99,8160,8270,8110,73302,599346010,1074,13117920,KSQ,화장품,Machinery
2248,255,381970,KR7381970003,케이카,KOSPI,,13870,1,20,0.14,13950,13960,13780,38981,539840480,6682,48182073,STK,유통/소매,Automobiles
2249,1337,382150,KR7382150001,온코크로스,KOSDAQ,기술성장기업부,13490,1,40,0.3,13560,13840,13180,888685,11983474700,1604,11896437,KSQ,바이오/제약/신약개발,Health Care Equipment & Supplies
