Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Sector,FICS
263720,KR7263720005,디앤씨미디어,KOSDAQ,벤처기업부,17140,2,-110,-0.64,17250,17370,17120,27115,467858645,2146,12524473,KSQ,엔터테인먼트,Media
263750,KR7263750002,펄어비스,KOSDAQ GLOBAL,우량기업부,37700,1,600,1.62,36750,37950,36750,135873,5096704950,24221,64247855,KSQ,게임,Game Software
263860,KR7263860009,지니언스,KOSDAQ,벤처기업부,19060,1,130,0.69,18930,19290,18630,32335,613918570,1730,9079600,KSQ,IT소프트웨어,Software
264450,KR7264450008,유비쿼스,KOSDAQ,우량기업부,7590,1,30,0.4,7560,7600,7490,14049,106118850,1132,14918383,KSQ,통신,Commuications Equipment
264660,KR7264660002,씨앤지하이테크,KOSDAQ,우량기업부,13850,1,440,3.28,13420,14100,13180,129863,1790420795,1346,9721172,KSQ,이차전지 소재,Semiconductors & Semiconductor Equipment
264850,KR7264850009,이랜시스,KOSDAQ,중견기업부,5110,1,165,3.34,5610,5620,5060,1740922,9192763045,1548,30294612,KSQ,가전제품,Electtronic Equipment & Instruments
264900,KR7264900002,크라운제과,KOSPI,,8490,1,20,0.24,8440,8530,8440,3389,28761200,1063,12523850,STK,음식료,Food Products
265520,KR7265520007,AP시스템,KOSDAQ,우량기업부,17610,2,-250,-1.4,17770,17980,17530,17910,316702890,2691,15281421,KSQ,디스플레이 장비,Display and Display accessory
267250,KR7267250009,HD현대,KOSPI,,82300,1,200,0.24,81300,82800,81200,85792,7062330700,65011,78993085,STK,지주회사,"Oil, Gas & consumable Fuels"
267260,KR7267260008,HD현대일렉트릭,KOSPI,,365500,1,11500,3.25,355000,366000,349500,218856,78369736750,131752,36047135,STK,전력기기,Electrical Equipment
267270,KR7267270007,HD현대건설기계,KOSPI,,72500,2,-800,-1.09,71700,72500,70700,67691,4845337000,12842,17713586,STK,조선/기계/중공업,Machinery
267290,KR7267290005,경동도시가스,KOSPI,,18160,1,160,0.89,18000,18160,17930,4832,87165060,1070,5895406,STK,유틸리티,Gas Utility
267320,KR7267320000,나인테크,KOSDAQ,벤처기업부,3535,2,-30,-0.84,3565,3710,3410,1662910,5974264333,1715,48539820,KSQ,이차전지 장비,Electtronic Equipment & Instruments
267850,KR7267850006,아시아나IDT,KOSPI,,11890,2,-240,-1.98,12220,12220,11870,13919,166429440,1319,11100000,STK,IT소프트웨어,IT Services
267980,KR7267980001,매일유업,KOSDAQ,우량기업부,36900,2,-150,-0.4,36700,37950,36700,3311,122807900,2894,7843638,KSQ,음식료,Food Products
268280,KR7268280005,미원에스씨,KOSPI,,156100,2,-1800,-1.14,156200,157900,155700,432,67599500,7805,5000000,STK,정유/화학/가스,Chemicals
270520,KR7270520000,앱트뉴로사이언스,KOSDAQ,벤처기업부,1201,2,-20,-1.64,1220,1221,1195,404401,486086709,1907,158790786,KSQ,바이오/제약/신약개발,Energy Equipment & service
270660,KR7270660004,에브리봇,KOSDAQ,벤처기업부,14960,2,-440,-2.86,15990,15990,14760,85940,1313835115,1834,12261742,KSQ,로봇,Household Durables
271560,KR7271560005,오리온,KOSPI,,122400,2,-200,-0.16,121400,122700,121300,33819,4128868450,48392,39536132,STK,음식료,Food Products
271940,KR7271940009,일진하이솔루스,KOSPI,,13720,2,-430,-3.04,14160,14170,13700,38736,533899030,4982,36313190,STK,신재생에너지,Auto Components
271980,KR7271980005,제일약품,KOSPI,,12320,2,-20,-0.16,12360,12370,12180,12101,148481905,1811,14704872,STK,바이오/제약/신약개발,Pharmaceuticals
272110,KR7272110008,케이엔제이,KOSDAQ,우량기업부,17580,2,-710,-3.88,18290,18350,17580,42441,754741990,1410,8025395,KSQ,디스플레이 장비,Semiconductors & Semiconductor Equipment
272210,KR7272210006,한화시스템,KOSPI,,44025,1,925,2.15,43600,44750,42700,1487043,65272860350,83171,188919389,STK,방위산업,Commercial Services & Supplies
272290,KR7272290008,이녹스첨단소재,KOSDAQ GLOBAL,우량기업부,24100,2,-200,-0.82,24100,24300,23950,20930,504209600,4874,20227658,KSQ,디스플레이 소재,Display and Display accessory
272450,KR7272450008,진에어,KOSPI,,9140,1,10,0.11,9220,9260,8940,46065,421197800,4771,52200000,STK,운송/항공/물류,Airlines
272550,KR7272550005,삼양패키징,KOSPI,,13470,2,-30,-0.22,13550,13550,13400,5260,70686140,2065,15330971,STK,기타,Containers & Packaging
273640,KR7273640003,와이엠텍,KOSDAQ,벤처기업부,10020,2,-80,-0.79,10100,10150,9960,7109,71083750,1098,10966000,KSQ,전력기기,Electtronic Equipment & Instruments
274090,KR7274090000,켄코아에어로스페이스,KOSDAQ,기술성장기업부,13900,1,390,2.89,13970,14230,13320,353493,4877515535,1821,13104750,KSQ,운송/항공/물류,Commercial Services & Supplies
277810,KR7277810008,레인보우로보틱스,KOSDAQ,기술성장기업부,303500,2,-6500,-2.1,313500,314000,292000,258930,77714676750,58878,19399858,KSQ,로봇,Machinery
277880,KR7277880001,티에스아이,KOSDAQ,우량기업부,5400,2,-60,-1.1,5420,5470,5400,23861,129409540,1091,20206248,KSQ,이차전지 장비,Electtronic Equipment & Instruments
278280,KR7278280003,천보,KOSDAQ,중견기업부,36500,1,1550,4.43,34500,36600,34250,23427,841306800,3650,10000000,KSQ,이차전지 소재,Electtronic Equipment & Instruments
278470,KR7278470000,에이피알,KOSPI,,111400,1,2000,1.83,109400,111800,108300,304594,33527139800,41754,37481555,STK,화장품,Personal Products
278650,KR7278650007,HLB바이오스텝,KOSDAQ,중견기업부,1622,1,4,0.25,1618,1640,1603,59735,96790726,1411,87005539,KSQ,헬스케어,Health Care Equipment & Supplies
280360,KR7280360009,롯데웰푸드,KOSPI,,115600,3,0,0.0,115100,116000,114800,3806,438943800,10906,9434574,STK,음식료,Food Products
281740,KR7281740001,레이크머티리얼즈,KOSDAQ,우량기업부,12950,2,-80,-0.61,12960,13070,12840,71719,930539210,8512,65730548,KSQ,반도체 소재,Chemicals
281820,KR7281820001,케이씨텍,KOSPI,,28100,2,-750,-2.6,28850,29300,28000,76703,2184100050,5813,20690323,STK,반도체 장비,Semiconductors & Semiconductor Equipment
282330,KR7282330000,BGF리테일,KOSPI,,100400,2,-700,-0.69,100500,101100,100300,16291,1638710100,17353,17283906,STK,유통/소매,Distributors
282720,KR7282720002,금양그린파워,KOSDAQ,우량기업부,11080,2,-530,-4.57,11330,11330,10890,223844,2481201680,1342,12119500,KSQ,신재생에너지,Energy Equipment & service
282880,KR7282880004,코윈테크,KOSDAQ,우량기업부,12990,2,-140,-1.07,13190,13190,12950,7636,99316860,1489,11469370,KSQ,이차전지 장비,Machinery
284740,KR7284740008,쿠쿠홈시스,KOSPI,,25850,1,200,0.78,25650,26200,25250,44907,1158272450,5800,22437330,STK,가전제품,Household Durables
285130,KR7285130001,SK케미칼,KOSPI,,53600,1,3900,7.85,49000,54150,49000,147974,7798017300,9248,17253783,STK,정유/화학/가스,Chemicals
285490,KR7285490009,노바텍,KOSDAQ,벤처기업부,17190,2,-430,-2.44,17610,17770,17180,66946,1157806390,1817,10575831,KSQ,건자재,Mobile phone and Mobile accessory
286940,KR7286940002,롯데이노베이트,KOSPI,,18900,2,-180,-0.94,19030,19070,18790,5198,98280725,2859,15129367,STK,IT소프트웨어,IT Services
289220,KR7289220006,자이언트스텝,KOSDAQ,기술성장기업부,7390,1,310,4.38,7110,7620,7060,281721,2094085515,1648,22312221,KSQ,엔터테인먼트,Media
289930,KR7289930000,웨이비스,KOSDAQ,기술성장기업부,9420,2,-10,-0.11,9430,9460,9050,130660,1207793990,1179,12519593,KSQ,통신,Commercial Services & Supplies
290550,KR7290550003,디케이티,KOSDAQ,우량기업부,6980,2,-90,-1.27,7070,7080,6940,31996,223512145,1396,20001230,KSQ,IT하드웨어/반도체,Mobile phone and Mobile accessory
290650,KR7290650001,엘앤씨바이오,KOSDAQ,우량기업부,22950,2,-50,-0.22,22850,23300,22700,32391,744714950,5319,23178719,KSQ,헬스케어,Health Care Equipment & Supplies
290670,KR7290670009,대보마그네틱,KOSDAQ,중견기업부,17260,2,-1560,-8.29,18700,18700,17150,260286,4574103910,1356,7857660,KSQ,이차전지 장비,Electtronic Equipment & Instruments
290690,KR7290690007,소룩스,KOSDAQ,중견기업부,3645,3,0,0.0,3675,3675,3600,86111,311795271,1767,48498743,KSQ,전력기기,Display and Display accessory
293480,KR7293480000,하나제약,KOSPI,,11480,2,-60,-0.52,11550,11560,11460,10985,126059070,2040,17772946,STK,바이오/제약/신약개발,Pharmaceuticals
293490,KR7293490009,카카오게임즈,KOSDAQ GLOBAL,중견기업부,14370,1,20,0.14,14220,14470,14210,44288,636760795,11907,82866437,KSQ,게임,Game Software
293580,KR7293580007,나우IB,KOSDAQ,벤처기업부,1666,1,16,0.97,1650,1684,1581,3853442,6279219477,1581,94929950,KSQ,창업투자/VC,Diversified Financial Services
293780,KR7293780003,압타바이오,KOSDAQ,기술성장기업부,7130,1,40,0.56,7200,7200,6950,14426,101834530,1916,26881360,KSQ,바이오/제약/신약개발,Pharmaceuticals
293940,KR7293940003,신한알파리츠,KOSPI,,5680,2,-50,-0.87,5730,5730,5660,73654,419161165,6869,120940123,STK,기타금융,Real Estate
294570,KR7294570007,쿠콘,KOSDAQ,우량기업부,20650,2,-400,-1.9,21050,21250,20400,34702,718376200,2117,10254685,KSQ,IT소프트웨어,IT Services
294870,KR7294870001,HDC현대산업개발,KOSPI,,25400,2,-100,-0.39,25250,25500,24850,55206,1395541050,16740,65907330,STK,건설,Construction & Engineering
295310,KR7295310007,에이치브이엠,KOSDAQ,기술성장기업부,26500,1,350,1.34,26400,27000,25500,251183,6584096825,3154,11901931,KSQ,반도체 소재,Metal & Mining
297090,KR7297090003,씨에스베어링,KOSDAQ,중견기업부,6570,2,-180,-2.67,6730,6730,6500,69686,458344065,1791,27270000,KSQ,신재생에너지,Machinery
297890,KR7297890006,HB솔루션,KOSDAQ,우량기업부,2480,2,-5,-0.2,2475,2495,2430,84626,208318324,1813,73140914,KSQ,디스플레이 장비,Display and Display accessory
298000,KR7298000001,효성화학,KOSPI,,38900,0,0,0.0,0,0,0,0,0,1475,3791811,STK,정유/화학/가스,Chemicals
298020,KR7298020009,효성티앤씨,KOSPI,,247500,1,8000,3.34,237000,247500,237000,9319,2273556750,10711,4327682,STK,섬유/의류,"Textiles,Apparel"
298040,KR7298040007,효성중공업,KOSPI,,577000,1,21000,3.78,584000,598000,559000,84322,48479026500,53802,9324548,STK,전력기기,Electrical Equipment
298050,KR7298050006,HS효성첨단소재,KOSPI,,204000,1,4000,2.0,199200,205000,198100,12431,2522802400,9139,4479948,STK,정유/화학/가스,Chemicals
298380,KR7298380007,에이비엘바이오,KOSDAQ,기술성장기업부,61200,1,200,0.33,59500,61900,59500,260935,15854203350,29699,48528007,KSQ,바이오/제약/신약개발,Biotechnology
298540,KR7298540006,더네이쳐홀딩스,KOSDAQ,우량기업부,10190,2,-30,-0.29,10220,10230,10120,6577,66931290,1504,14765856,KSQ,의류,"Textiles,Apparel"
298690,KR7298690009,에어부산,KOSPI,,2140,2,-25,-1.15,2180,2180,2130,63861,137120104,2496,116640000,STK,운송/항공/물류,Airlines
298830,KR7298830001,슈어소프트테크,KOSDAQ,벤처기업부,5250,2,-150,-2.78,5530,5530,5200,590257,3136265195,2762,52619061,KSQ,IT소프트웨어,Software
299030,KR7299030007,하나기술,KOSDAQ,벤처기업부,20350,2,-150,-0.73,20550,20850,20300,8354,171046000,1626,7994910,KSQ,이차전지 장비,Electtronic Equipment & Instruments
299900,KR7299900001,위지윅스튜디오,KOSDAQ,중견기업부,1291,2,-9,-0.69,1296,1314,1281,318519,412433231,2208,171048884,KSQ,엔터테인먼트,Media
300080,KR7300080009,플리토,KOSDAQ,기술성장기업부,21650,1,150,0.7,21850,22250,21100,47948,1038074800,1191,5501817,KSQ,IT소프트웨어,IT Services
300720,KR7300720000,한일시멘트,KOSPI,,18160,2,-100,-0.55,18100,18350,17710,43132,782897865,12577,69261540,STK,건자재,Construction Materials
302440,KR7302440003,SK바이오사이언스,KOSPI,,40100,2,-100,-0.25,39800,40300,39700,31059,1242680750,31426,78369145,STK,바이오/제약/신약개발,Pharmaceuticals
302550,KR7302550009,리메드,KOSDAQ,기술성장기업부,3340,2,-30,-0.89,3370,3390,3325,26294,87746185,1023,30638080,KSQ,헬스케어,Health Care Equipment & Supplies
303810,KR7303810006,동국생명과학,KOSDAQ,중견기업부,9290,2,-90,-0.96,9380,9380,9170,60102,554872980,1485,15992070,KSQ,바이오/제약/신약개발,Health Care Equipment & Supplies
304100,KR7304100001,솔트룩스,KOSDAQ,기술성장기업부,34125,2,-275,-0.8,34650,35650,33750,331949,11532709075,4139,12130568,KSQ,AI,IT Services
304360,KR7304360001,에스바이오메딕스,KOSDAQ,벤처기업부,21300,1,550,2.65,20750,21650,20350,76122,1614565750,2526,11859796,KSQ,바이오/제약/신약개발,Biotechnology
305090,KR7305090003,마이크로디지탈,KOSDAQ,기술성장기업부,9300,2,-90,-0.96,9390,9390,9070,29450,271219950,1675,18014903,KSQ,진단기기/의료기기,Health Care Equipment & Supplies
306200,KR7306200007,세아제강,KOSPI,,168400,2,-3800,-2.21,171900,171900,167700,7581,1276773600,4776,2836300,STK,철강/비철금속,Metal & Mining
306620,KR7306620006,네온테크,KOSDAQ,벤처기업부,2510,1,115,4.8,2405,2510,2400,405174,998059447,1090,43463871,KSQ,로봇,Semiconductors & Semiconductor Equipment
307750,KR7307750000,국전약품,KOSDAQ,우량기업부,3175,3,0,0.0,3210,3210,3135,10231,32307925,1586,49966130,KSQ,바이오/제약/신약개발,Pharmaceuticals
307950,KR7307950006,현대오토에버,KOSPI,,137000,2,-900,-0.65,136500,137800,136000,21628,2964488200,37570,27423982,STK,IT소프트웨어,IT Services
308430,KR7308430008,셀비온,KOSDAQ,기술성장기업부,17000,1,1400,8.97,16000,17090,15830,234269,3914453430,2176,12801009,KSQ,바이오/제약/신약개발,Pharmaceuticals
309960,KR7309960003,LB인베스트먼트,KOSDAQ,벤처기업부,4720,2,-155,-3.18,4840,4890,4715,159008,755206282,1095,23217239,KSQ,창업투자/VC,Diversified Financial Services
310200,KR7310200001,애니플러스,KOSDAQ,중견기업부,3695,2,-165,-4.27,3820,3820,3645,550693,2030521395,1682,45520979,KSQ,엔터테인먼트,Media
310210,KR7310210000,보로노이,KOSDAQ,기술성장기업부,104500,2,-2500,-2.34,105500,106700,103800,47404,4983714250,19215,18388449,KSQ,바이오/제약/신약개발,Pharmaceuticals
311690,KR7311690002,CJ 바이오사이언스,KOSDAQ,기술성장기업부,10440,2,-90,-0.85,10530,10550,10410,3693,38629070,1364,13065462,KSQ,바이오/제약/신약개발,Health Care Equipment & Supplies
314930,KR7314930009,바이오다인,KOSDAQ,기술성장기업부,15850,1,250,1.6,15440,15950,15440,73125,1152357530,4717,29764103,KSQ,진단기기/의료기기,Health Care Equipment & Supplies
315640,KR7315640003,딥노이드,KOSDAQ,기술성장기업부,7070,1,180,2.61,6880,7090,6710,116366,808139920,1585,22421268,KSQ,AI,IT Services
316140,KR7316140003,우리금융지주,KOSPI,,18060,1,100,0.56,17850,18150,17820,711066,12842696510,134112,742591501,STK,지주회사,Commercial Banks
317330,KR7317330009,덕산테코피아,KOSDAQ,중견기업부,20200,2,-200,-0.98,20250,20450,20050,42693,863104500,4136,20476584,KSQ,디스플레이 소재,Semiconductors & Semiconductor Equipment
317400,KR7317400000,자이에스앤디,KOSPI,,3590,1,70,1.99,3480,3635,3480,76415,273560688,1392,38782520,STK,건설,Construction & Engineering
317770,KR7317770006,엑스페릭스,KOSDAQ,벤처기업부,4470,1,180,4.2,4300,4725,4200,8524680,38223227324,1180,26412158,KSQ,IT소프트웨어,Security system equipment
317870,KR7317870004,엔바이오니아,KOSDAQ,기술성장기업부,17140,2,-390,-2.22,17740,17740,17120,2045,35256980,1460,8521750,KSQ,신재생에너지,Household Durables
319400,KR7319400008,현대무벡스,KOSDAQ,우량기업부,4220,2,-20,-0.47,4250,4295,4210,118293,501575231,4973,117845901,KSQ,조선/기계/중공업,Transportation Infrastructure
319660,KR7319660007,피에스케이,KOSDAQ GLOBAL,우량기업부,19280,2,-450,-2.28,19620,19820,19260,186447,3635480185,5584,28966714,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
321550,KR7321550006,티움바이오,KOSDAQ,기술성장기업부,6200,2,-10,-0.16,6210,6250,5930,53902,329959185,1656,26712231,KSQ,바이오/제약/신약개발,Pharmaceuticals
321820,KR7321820003,아티스트컴퍼니,KOSDAQ,기술성장기업부,13590,1,320,2.41,13420,13640,13190,78746,1059455775,2118,15591376,KSQ,엔터테인먼트,IT Services
322000,KR7322000001,HD현대에너지솔루션,KOSPI,,41100,2,-2950,-6.7,43600,43700,40550,647683,27105613350,4603,11200000,STK,신재생에너지,Energy Equipment & service
322180,KR7322180001,LS티라유텍,KOSDAQ,벤처기업부,5805,1,85,1.49,5760,5900,5580,104622,605148045,1214,20921984,KSQ,IT소프트웨어,Software
322310,KR7322310004,오로스테크놀로지,KOSDAQ,벤처기업부,22950,2,-500,-2.13,23150,23650,22750,14419,333350550,2149,9366542,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
322510,KR7322510009,제이엘케이,KOSDAQ,기술성장기업부,7100,1,50,0.71,7060,7110,6980,42584,299946880,1812,25528892,KSQ,AI,Health Care Equipment & Supplies
323280,KR7323280008,태성,KOSDAQ,중견기업부,21700,2,-650,-2.91,22150,22200,21100,159562,3435933300,6605,30440730,KSQ,반도체 장비,Electtronic Equipment & Instruments
323410,KR7323410001,카카오뱅크,KOSPI,,23300,2,-50,-0.21,23050,23500,23050,163234,3807513925,111138,476989437,STK,은행,Commercial Banks
323990,KR7323990002,박셀바이오,KOSDAQ,기술성장기업부,9630,1,310,3.33,9500,9780,9410,182017,1753625955,2239,23257345,KSQ,바이오/제약/신약개발,Pharmaceuticals
326030,KR7326030004,SK바이오팜,KOSPI,,91400,2,-700,-0.76,91200,92400,90700,56714,5175743250,71578,78313250,STK,바이오/제약/신약개발,Pharmaceuticals
328130,KR7328130000,루닛,KOSDAQ,기술성장기업부,49650,2,-550,-1.1,50200,50500,48750,214726,10643833500,14396,28995240,KSQ,AI,Health Care Equipment & Supplies
329180,KR7329180004,HD현대중공업,KOSPI,,413500,2,-2500,-0.6,413500,415000,405000,71066,29112434250,367076,88773116,STK,조선/기계/중공업,Shipbuilding
330590,KR7330590001,롯데리츠,KOSPI,,3605,2,-30,-0.83,3625,3630,3590,83081,299591021,10417,288968884,STK,기타금융,Real Estate
330860,KR7330860008,네패스아크,KOSDAQ,중견기업부,11050,1,70,0.64,11320,11320,10895,42253,469686760,1346,12184045,KSQ,IT하드웨어/반도체,Semiconductors & Semiconductor Equipment
332570,KR7332570001,PS일렉트로닉스,KOSDAQ,벤처기업부,2960,2,-155,-4.98,3095,3095,2955,345235,1033220526,1307,44176320,KSQ,통신,Mobile phone and Mobile accessory
333430,KR7333430007,일승,KOSDAQ,중견기업부,4700,2,-40,-0.84,4795,4795,4660,141293,664833109,1444,30726747,KSQ,건설,Shipbuilding
334890,KR7334890001,이지스밸류리츠,KOSPI,,4735,2,-20,-0.42,4780,4780,4730,21221,100746800,2435,51443469,STK,기타금융,Real Estate
334970,KR7334970001,프레스티지바이오로직스,KOSDAQ,기술성장기업부,4005,1,15,0.38,3995,4015,3950,21803,86859380,3100,77417637,KSQ,바이오/제약/신약개발,Pharmaceuticals
335890,KR7335890000,비올,KOSDAQ,벤처기업부,9440,1,170,1.83,9390,9610,9030,801195,7541022800,5514,58419125,KSQ,미용기기,Health Care Equipment & Supplies
336260,KR7336260005,두산퓨얼셀,KOSPI,,17000,2,-150,-0.87,17210,17300,16770,141174,2396918150,11133,65493726,STK,신재생에너지,Electtronic Equipment & Instruments
336370,KR7336370002,솔루스첨단소재,KOSPI,,8380,2,-240,-2.78,8530,8610,8350,61769,518823850,5884,70217344,STK,이차전지 소재,Electtronic Equipment & Instruments
336570,KR7336570007,원텍,KOSDAQ,기술성장기업부,9280,1,10,0.11,9160,9440,9150,474695,4418227995,8299,89439012,KSQ,미용기기,Health Care Equipment & Supplies
336680,KR7336680004,탑런토탈솔루션,KOSDAQ,중견기업부,9900,1,1250,14.45,8560,10540,8550,764618,7732846880,1937,19572779,KSQ,기타,Auto Components
337930,KR7337930002,젝시믹스,KOSDAQ,우량기업부,6970,2,-50,-0.71,6950,7080,6890,103805,723865685,2043,29311547,KSQ,의류,"Textiles,Apparel"
338220,KR7338220007,뷰노,KOSDAQ,기술성장기업부,19480,1,150,0.78,19210,19590,19210,28022,545876005,2727,14001823,KSQ,AI,Health Care Equipment & Supplies
338840,KR7338840002,와이바이오로직스,KOSDAQ,기술성장기업부,7920,1,70,0.89,7760,8090,7500,63351,497800150,1170,14782516,KSQ,바이오/제약/신약개발,Biotechnology
339770,KR7339770000,교촌에프앤비,KOSPI,,5340,1,60,1.14,5240,5350,5200,55370,294091685,2668,49965080,STK,음식료,Food Products
339950,KR7339950008,아이비김영,KOSDAQ,중견기업부,2515,2,-70,-2.71,2585,2670,2450,1173336,2989183755,1130,44946655,KSQ,유통/소매,Education
340570,KR7340570001,티앤엘,KOSDAQ,우량기업부,68100,2,-6100,-8.22,69900,70000,66000,190674,12948121850,5535,8128000,KSQ,헬스케어,Health Care Equipment & Supplies
344820,KR7344820006,KCC글라스,KOSPI,,30275,2,-525,-1.7,30950,30950,30200,36722,1115213925,4835,15970512,STK,건자재,Building Products
347700,KR7347700007,스피어,KOSDAQ,기술성장기업부,10560,1,10,0.09,10750,11200,10490,565865,6117153125,4065,38500917,KSQ,IT소프트웨어,Health Care Equipment & Supplies
347850,KR7347850000,디앤디파마텍,KOSDAQ,기술성장기업부,92800,1,3200,3.57,92100,94800,89500,454298,41300482300,9936,10707301,KSQ,바이오/제약/신약개발,Biotechnology
348080,KR7348080003,큐라티스,KOSDAQ,투자주의환기종목(소속부없음),1450,1,7,0.49,1443,1550,1401,1103905,1613077395,1071,73862864,KSQ,바이오/제약/신약개발,Biotechnology
348210,KR7348210006,넥스틴,KOSDAQ GLOBAL,우량기업부,57500,1,300,0.52,56700,57700,56500,23943,1373444950,6024,10477005,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
348340,KR7348340001,뉴로메카,KOSDAQ,기술성장기업부,26900,2,-200,-0.74,28100,28100,26200,74225,2007369250,3049,11337587,KSQ,로봇,Machinery
348370,KR7348370008,엔켐,KOSDAQ,벤처기업부,66700,2,-500,-0.74,66600,68500,66000,100225,6733580550,14136,21194303,KSQ,이차전지 소재,Electtronic Equipment & Instruments
348950,KR7348950007,제이알글로벌리츠,KOSPI,,2730,2,-35,-1.27,2765,2770,2720,186908,511723225,5388,197376000,STK,기타금융,Real Estate
350520,KR7350520003,이지스레지던스리츠,KOSPI,,4270,3,0,0.0,4280,4280,4255,2232,9517575,1574,36866202,STK,기타금융,Real Estate
351870,KR7351870001,차이커뮤니케이션,KOSDAQ,중견기업부,9060,2,-300,-3.21,9410,9420,8920,88953,807161860,1011,11160642,KSQ,미디어,Media
352090,KR7352090005,스톰테크,KOSDAQ,중견기업부,4150,2,-135,-3.15,4245,4345,4145,308368,1310465757,1115,26872998,KSQ,IT하드웨어/반도체,Household Durables
352480,KR7352480008,씨앤씨인터내셔널,KOSDAQ,우량기업부,37400,2,-950,-2.48,37750,38550,37400,45399,1716831175,3745,10013941,KSQ,화장품,Personal Products
352820,KR7352820005,하이브,KOSPI,,274000,2,-1000,-0.36,274500,277500,272500,59346,16282773000,114126,41652097,STK,엔터테인먼트,Media
353200,KR7353200009,대덕전자,KOSPI,,15470,2,-280,-1.78,15990,15990,15440,153507,2392622340,7644,49416925,STK,IT하드웨어/반도체,Electtronic Equipment & Instruments
353810,KR7353810005,이지바이오,KOSDAQ,우량기업부,5720,1,180,3.25,5570,5790,5470,311026,1764045315,1892,33081920,KSQ,음식료,Food Products
354320,KR7354320004,알멕,KOSDAQ,기술성장기업부,25250,1,150,0.6,25100,26000,24900,7722,195793150,1613,6391381,KSQ,철강/비철금속,Auto Components
355390,KR7355390006,크라우드웍스,KOSDAQ,기술성장기업부,14290,1,290,2.07,14100,14970,13530,1131420,16184698585,1330,9307914,KSQ,AI,IT Services
356680,KR7356680009,엑스게이트,KOSDAQ,벤처기업부,8630,1,280,3.35,8840,9020,8600,1892005,16681492890,2463,28543492,KSQ,IT소프트웨어,Software
356860,KR7356860007,티엘비,KOSDAQ,우량기업부,18850,2,-60,-0.32,19190,19380,18800,114548,2182566540,1853,9832630,KSQ,IT하드웨어/반도체,Semiconductors & Semiconductor Equipment
357120,KR7357120005,코람코라이프인프라리츠,KOSPI,,4535,2,-25,-0.55,4540,4590,4515,48913,221846625,4414,97335354,STK,기타금융,Real Estate
357230,KR7357230002,에이치피오,KOSDAQ,우량기업부,2590,2,-15,-0.58,2605,2605,2560,10423,26841965,1090,42089487,KSQ,헬스케어,Food Products
357550,KR7357550003,석경에이티,KOSDAQ,기술성장기업부,51500,2,-200,-0.39,52300,52300,50700,2930,149985950,2809,5455000,KSQ,반도체 소재,Chemicals
357780,KR7357780006,솔브레인,KOSDAQ,우량기업부,183600,2,-3400,-1.82,184600,189500,183100,10647,1966807800,14281,7778566,KSQ,반도체 소재,Semiconductors & Semiconductor Equipment
358570,KR7358570000,지아이이노베이션,KOSDAQ,기술성장기업부,16990,2,-540,-3.08,17440,17600,16760,549044,9401203805,10468,61614273,KSQ,바이오/제약/신약개발,Biotechnology
360070,KR7360070007,탑머티리얼,KOSDAQ,우량기업부,26350,2,-250,-0.94,26650,26650,26050,4802,126804500,2144,8138143,KSQ,이차전지 장비,Electtronic Equipment & Instruments
361390,KR7361390008,제노코,KOSDAQ,벤처기업부,17570,1,170,0.98,17790,17790,17280,15010,262142685,1317,7500789,KSQ,방위산업,Commuications Equipment
361610,KR7361610009,SK아이이테크놀로지,KOSPI,,22850,3,0,0.0,22650,22950,22500,40673,927016300,16291,71297592,STK,이차전지 소재,Electtronic Equipment & Instruments
362320,KR7362320004,청담글로벌,KOSDAQ,중견기업부,5910,1,50,0.85,5840,5930,5770,26727,156254705,1244,21051290,KSQ,유통/소매,Internet Retail
363280,KR7363280009,티와이홀딩스,KOSPI,,2325,2,-30,-1.27,2390,2390,2305,28783,67488981,1172,50429268,STK,지주회사,Hotel & Leisure
365330,KR7365330000,에스와이스틸텍,KOSDAQ,중견기업부,5790,2,-460,-7.36,5900,5950,5760,618163,3618184545,1772,30610000,KSQ,건설,Building Products
365340,KR7365340009,성일하이텍,KOSDAQ,기술성장기업부,35850,1,1900,5.6,33650,40850,33600,247456,9443872550,4365,12176475,KSQ,이차전지 소재,Electtronic Equipment & Instruments
365550,KR7365550003,ESR켄달스퀘어리츠,KOSPI,,4565,2,-65,-1.4,4630,4630,4560,72613,331788475,9727,213089000,STK,기타금융,Real Estate
365590,KR7365590009,하이딥,KOSDAQ,기술성장기업부,661,2,-1,-0.15,682,682,660,131060,87048684,1018,154081269,KSQ,반도체 소재,Semiconductors & Semiconductor Equipment
368770,KR7368770004,파이버프로,KOSDAQ,벤처기업부,7220,2,-150,-2.04,7380,7400,7150,88711,643590025,2372,32854225,KSQ,통신,Electtronic Equipment & Instruments
370090,KR7370090003,퓨런티어,KOSDAQ,기술성장기업부,17880,2,-390,-2.13,18210,18220,17750,92753,1664819475,1529,8556830,KSQ,반도체 장비,Electtronic Equipment & Instruments
371950,KR7371950007,풍원정밀,KOSDAQ,기술성장기업부,12020,2,-20,-0.17,12040,12260,11950,16689,201440520,2529,21040488,KSQ,자동차 부품,Display and Display accessory
