Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,FICS
190510,KR7190510008,나무가,KOSDAQ,우량기업부,12960,1,210,1.65,12870,13000,12850,25749,333175430,1954,15082257,KSQ,Mobile phone and Mobile accessory
018000,KR7018000000,유니슨,KOSDAQ,중견기업부,1160,2,-19,-1.61,1179,1221,1144,2198696,2598867587,1953,168391564,KSQ,Energy Equipment & service
131370,KR7131370009,알서포트,KOSDAQ,우량기업부,3665,1,25,0.69,3715,3980,3630,2952341,11298374622,1952,53267083,KSQ,Software
036890,KR7036890002,진성티이씨,KOSDAQ,우량기업부,8680,2,-50,-0.57,8800,8890,8620,63840,555817150,1951,22482268,KSQ,Machinery
121440,KR7121440002,골프존뉴딘홀딩스,KOSDAQ,우량기업부,4540,3,0,0.0,4545,4555,4515,28410,128903113,1944,42836818,KSQ,Leisure Equipment & Products
472850,KR7472850007,폰드그룹,KOSDAQ,중견기업부,6000,3,0,0.0,6070,6110,5970,36711,221686990,1940,32343933,KSQ,"Textiles,Apparel"
435570,KR7435570007,에르코스,KOSDAQ,벤처기업부,27550,1,1550,5.96,28100,31100,26700,776767,22133811750,1933,7019754,KSQ,Food Products
051370,KR7051370005,인터플렉스,KOSDAQ,우량기업부,8280,1,10,0.12,8270,8390,8250,14213,117983975,1931,23327472,KSQ,Electtronic Equipment & Instruments
270520,KR7270520000,앱트뉴로사이언스,KOSDAQ,벤처기업부,1214,1,78,6.87,1137,1235,1137,1937173,2321712453,1927,158790786,KSQ,Energy Equipment & service
036220,KR7036220002,오상헬스케어,KOSDAQ,중견기업부,13270,2,-140,-1.04,13770,13770,13200,6463,86052610,1925,14509416,KSQ,Health Care Equipment & Supplies
143240,KR7143240000,사람인,KOSDAQ,우량기업부,16400,2,-260,-1.56,16500,16820,16330,22591,373566390,1920,11709263,KSQ,Commercial Services & Supplies
061970,KR7061970000,LB세미콘,KOSDAQ,우량기업부,3305,1,40,1.23,3265,3340,3265,42008,138842273,1919,58083006,KSQ,Semiconductors & Semiconductor Equipment
086890,KR7086890001,이수앱지스,KOSDAQ,기술성장기업부,5190,3,0,0.0,5150,5250,5010,134140,688208490,1915,36906993,KSQ,Biotechnology
036030,KR7036030005,케이티알파,KOSDAQ,우량기업부,3895,1,10,0.26,3885,3910,3855,20569,80023825,1909,49019283,KSQ,Internet Retail
199820,KR7199820002,제일일렉트릭,KOSDAQ,우량기업부,8590,2,-140,-1.6,8740,8740,8560,38510,332490020,1908,22220000,KSQ,Electrical Equipment
432720,KR7432720001,퀄리타스반도체,KOSDAQ,기술성장기업부,13610,1,260,1.95,13310,13760,13200,155325,2103506530,1906,14011412,KSQ,Semiconductors & Semiconductor Equipment
053350,KR7053350005,이니텍,KOSDAQ,중견기업부,9620,2,-60,-0.62,10000,10030,9340,77754,754945710,1903,19790916,KSQ,Software
036560,KR7036560001,KZ정밀,KOSDAQ,우량기업부,12050,1,200,1.69,11960,12070,11860,10313,123852095,1897,15750000,KSQ,Machinery
482630,KR7482630001,삼양엔씨켐,KOSDAQ,중견기업부,17430,2,-40,-0.23,17470,17680,17050,63178,1095652545,1893,10866140,KSQ,Semiconductors & Semiconductor Equipment
323990,KR7323990002,박셀바이오,KOSDAQ,기술성장기업부,8130,2,-40,-0.49,8160,8230,8060,18981,154765970,1890,23257345,KSQ,Pharmaceuticals
441270,KR7441270006,파인엠텍,KOSDAQ,중견기업부,5100,2,-190,-3.59,5420,5420,5090,174415,913865975,1886,36987901,KSQ,Mobile phone and Mobile accessory
064820,KR7064820004,케이프,KOSDAQ,우량기업부,6090,2,-120,-1.93,6320,6320,6050,59134,361887635,1881,30901728,KSQ,Capital Markets
321820,KR7321820003,아티스트유나이티드,KOSDAQ,기술성장기업부,12070,1,170,1.43,11900,12150,11900,94518,1139515350,1881,15591376,KSQ,IT Services
122990,KR7122990005,와이솔,KOSDAQ,우량기업부,6790,1,220,3.35,6570,6870,6550,142791,965934320,1878,27671533,KSQ,Mobile phone and Mobile accessory
092040,KR7092040005,아미코젠,KOSDAQ,기술성장기업부,3415,1,30,0.89,3385,3470,3355,75451,258799233,1878,55018347,KSQ,Pharmaceuticals
950130,KR8840090003,엑세스바이오,KOSDAQ,외국기업(소속부없음),4980,1,20,0.4,4965,5010,4920,30621,152294740,1878,37727832,KSQ,Health Care Equipment & Supplies
020710,KR7020710000,시공테크,KOSDAQ,우량기업부,9370,2,-530,-5.35,10450,10650,8880,5579197,54514004955,1878,20047970,KSQ,Hotel & Leisure
016790,KR7016790008,현대사료,KOSDAQ,중견기업부,994,0,0,0.0,0,0,0,0,0,1873,188471729,KSQ,Food Products
462350,KR7462350000,이노스페이스,KOSDAQ,기술성장기업부,19950,2,-40,-0.2,20250,20250,19890,21251,425434705,1870,9375694,KSQ,Commercial Services & Supplies
078150,KR7078150000,HB테크놀러지,KOSDAQ,우량기업부,2005,1,8,0.4,2000,2035,1988,316411,635444559,1858,92715916,KSQ,Display and Display accessory
225530,KR7225530005,보광산업,KOSDAQ,우량기업부,5090,2,-200,-3.78,5150,5340,4990,551275,2842314850,1849,36338727,KSQ,Construction Materials
036800,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,18490,1,330,1.82,17970,18600,17970,4914,90817650,1849,10000000,KSQ,Commercial Services & Supplies
053300,KR7053300000,한국정보인증,KOSDAQ,우량기업부,4350,1,15,0.35,4380,4420,4350,92062,404267520,1846,42441361,KSQ,Software
356860,KR7356860007,티엘비,KOSDAQ,우량기업부,18720,2,-270,-1.42,18810,19270,18650,89949,1704930630,1840,9832630,KSQ,Semiconductors & Semiconductor Equipment
322510,KR7322510009,제이엘케이,KOSDAQ,기술성장기업부,7190,2,-150,-2.04,7360,7490,7170,71413,520762190,1835,25528892,KSQ,Health Care Equipment & Supplies
322310,KR7322310004,오로스테크놀로지,KOSDAQ,벤처기업부,19590,2,-110,-0.56,19650,20050,19470,10853,214111395,1834,9366542,KSQ,Semiconductors & Semiconductor Equipment
035080,KR7035080001,그래디언트,KOSDAQ,우량기업부,13410,1,30,0.22,13380,13590,13350,16916,227827240,1834,13676598,KSQ,Internet Retail
077360,KR7077360006,덕산하이메탈,KOSDAQ,우량기업부,4030,2,-40,-0.98,4070,4110,4030,50022,203708131,1831,45437002,KSQ,Semiconductors & Semiconductor Equipment
109610,KR7109610006,에스와이,KOSDAQ,중견기업부,3740,2,-10,-0.27,3795,3795,3725,229370,862855802,1829,48907400,KSQ,Building Products
463480,KR7463480004,모티브링크,KOSDAQ,중견기업부,14750,2,-110,-0.74,14880,15150,14530,557852,8299854630,1827,12390358,KSQ,Auto Components
211270,KR7211270004,AP위성,KOSDAQ,벤처기업부,12110,1,260,2.19,12280,12310,12100,49845,609056225,1826,15082304,KSQ,Commuications Equipment
114190,KR7114190002,강원에너지,KOSDAQ,우량기업부,6990,2,-140,-1.96,7090,7190,6950,20999,148318930,1826,26123038,KSQ,Electtronic Equipment & Instruments
080420,KR7080420003,모다이노칩,KOSDAQ,중견기업부,2290,1,70,3.15,2240,2320,2220,4450,10108090,1825,79721622,KSQ,Distributors
194700,KR7194700001,노바렉스,KOSDAQ,우량기업부,9730,2,-130,-1.32,9980,9980,9710,25450,249218985,1824,18754848,KSQ,Food Products
305090,KR7305090003,마이크로디지탈,KOSDAQ,기술성장기업부,10160,2,-160,-1.55,10200,10410,10090,48646,497376105,1820,17917903,KSQ,Health Care Equipment & Supplies
064090,KR7064090004,인크레더블버즈,KOSDAQ,중견기업부,3650,0,0,0.0,0,0,0,0,0,1815,49742745,KSQ,Distributors
337930,KR7337930002,브랜드엑스코퍼레이션,KOSDAQ,우량기업부,6190,2,-80,-1.28,6300,6300,6150,30362,187870870,1814,29311547,KSQ,"Textiles,Apparel"
317770,KR7317770006,엑스페릭스,KOSDAQ,벤처기업부,7150,4,1650,30.0,6540,7150,6510,3845820,26203485175,1813,25358187,KSQ,Security system equipment
443670,KR7443670005,에스피소프트,KOSDAQ,벤처기업부,7310,2,-50,-0.68,7350,7490,7260,44212,325382885,1808,24741392,KSQ,IT Services
102120,KR7102120003,어보브반도체,KOSDAQ,우량기업부,10120,1,70,0.7,9960,10360,9960,85454,867917885,1799,17780753,KSQ,Semiconductors & Semiconductor Equipment
023760,KR7023760002,한국캐피탈,KOSDAQ,우량기업부,570,1,2,0.35,568,572,568,105045,59851943,1798,315609576,KSQ,Consumer Finance
382150,KR7382150001,온코크로스,KOSDAQ,기술성장기업부,15120,2,-470,-3.01,15890,16700,14940,4236023,67264105625,1798,11896437,KSQ,Health Care Equipment & Supplies
143160,KR7143160000,아이디스,KOSDAQ,우량기업부,16670,2,-30,-0.18,16860,16910,16590,11703,195866325,1786,10716390,KSQ,Security system equipment
205470,KR7205470008,휴마시스,KOSDAQ,우량기업부,1380,2,-16,-1.15,1390,1420,1375,328576,458701130,1785,129375009,KSQ,Health Care Equipment & Supplies
036200,KR7036200004,유니셈,KOSDAQ,우량기업부,5820,1,10,0.17,5840,5930,5800,47190,276030525,1784,30664223,KSQ,Semiconductors & Semiconductor Equipment
078070,KR7078070000,유비쿼스홀딩스,KOSDAQ,우량기업부,9810,1,10,0.1,9840,9840,9790,215,2105920,1780,18150700,KSQ,Commuications Equipment
464080,KR7464080001,에스오에스랩,KOSDAQ,기술성장기업부,10060,1,150,1.51,10130,10260,9950,156432,1580012655,1778,17681830,KSQ,Electtronic Equipment & Instruments
163280,KR7163280001,에어레인,KOSDAQ,기술성장기업부,21750,1,600,2.84,21150,22800,20750,1761547,39030245075,1778,8174789,KSQ,Chemicals
297890,KR7297890006,HB솔루션,KOSDAQ,우량기업부,2425,2,-35,-1.42,2460,2500,2405,178699,437410383,1773,73140914,KSQ,Display and Display accessory
315640,KR7315640003,딥노이드,KOSDAQ,기술성장기업부,7900,2,-530,-6.29,8760,8790,7890,886704,7306453655,1771,22421268,KSQ,IT Services
122450,KR7122450000,KX,KOSDAQ,우량기업부,3905,2,-5,-0.13,3910,3950,3880,93832,367627139,1770,45335964,KSQ,Industrial Conglomerates
353810,KR7353810005,이지바이오,KOSDAQ,우량기업부,5350,1,20,0.38,5330,5470,5290,107765,577312790,1769,33081920,KSQ,Food Products
011040,KR7011040003,경동제약,KOSDAQ,중견기업부,5740,1,10,0.17,5730,5750,5700,19416,111288200,1766,30768766,KSQ,Pharmaceuticals
019210,KR7019210004,와이지-원,KOSDAQ,우량기업부,5220,2,-10,-0.19,5240,5260,5180,27201,141919730,1752,33573819,KSQ,Machinery
038290,KR7038290003,마크로젠,KOSDAQ,중견기업부,16050,2,-180,-1.11,16340,16340,16040,4785,77156640,1740,10841400,KSQ,Biotechnology
092130,KR7092130004,이크레더블,KOSDAQ,중견기업부,14430,1,60,0.42,14370,14490,14370,8318,120231120,1737,12043600,KSQ,Internet Services
063570,KR7063570006,한국전자금융,KOSDAQ,우량기업부,5070,2,-80,-1.55,5150,5180,5060,18491,94260400,1731,34147728,KSQ,Commercial Services & Supplies
093520,KR7093520005,매커스,KOSDAQ,우량기업부,10700,1,360,3.48,10440,10780,10370,52568,559603980,1729,16163092,KSQ,Semiconductors & Semiconductor Equipment
123330,KR7123330003,제닉,KOSDAQ,벤처기업부,21650,2,-250,-1.14,21950,22250,21550,29826,653673400,1725,7968680,KSQ,Personal Products
086710,KR7086710001,선진뷰티사이언스,KOSDAQ,중견기업부,14020,2,-420,-2.91,14530,14640,14020,77416,1104531495,1710,12203280,KSQ,Personal Products
457550,KR7457550002,우진엔텍,KOSDAQ,중견기업부,18430,2,-100,-0.54,18750,19750,18150,503912,9559869820,1708,9271339,KSQ,Energy Equipment & service
489500,KR7489500009,엘케이켐,KOSDAQ,벤처기업부,27150,1,1650,6.47,25400,27300,25000,260413,6923618650,1704,6278056,KSQ,Semiconductors & Semiconductor Equipment
270660,KR7270660004,에브리봇,KOSDAQ,벤처기업부,13880,2,-20,-0.14,14000,14100,13750,14146,197133400,1701,12261742,KSQ,Household Durables
060590,KR7060590007,씨티씨바이오,KOSDAQ,중견기업부,7020,2,-50,-0.71,7140,7140,6970,10239,71830570,1697,24181020,KSQ,Pharmaceuticals
042420,KR7042420000,네오위즈홀딩스,KOSDAQ,중견기업부,19750,1,30,0.15,19720,20050,19650,2353,46891335,1697,8593846,KSQ,Game Software
126600,KR7126600006,BGF에코머티리얼즈,KOSDAQ,우량기업부,2690,1,10,0.37,2680,2725,2660,17217,46336930,1688,62766899,KSQ,Auto Components
089600,KR7089600001,나스미디어,KOSDAQ,우량기업부,14560,1,40,0.28,14670,14740,14540,12017,175843045,1684,11568163,KSQ,Media
047310,KR7047310008,파워로직스,KOSDAQ,중견기업부,4595,1,40,0.88,4540,4595,4500,23815,108643320,1682,36610755,KSQ,Mobile phone and Mobile accessory
053580,KR7053580007,웹케시,KOSDAQ,우량기업부,12330,2,-20,-0.16,12720,12880,12200,338321,4230952820,1681,13636248,KSQ,IT Services
254490,KR7254490006,미래반도체,KOSDAQ,중견기업부,11620,3,0,0.0,11700,11890,11580,22703,265374780,1677,14438000,KSQ,Semiconductors & Semiconductor Equipment
200350,KR7200350007,아티스트스튜디오,KOSDAQ,기술성장기업부,16690,1,240,1.46,16500,16770,16340,78131,1296745650,1668,9996025,KSQ,Media
475580,KR7475580007,에이럭스,KOSDAQ,중견기업부,12220,2,-180,-1.45,12420,12510,12110,112221,1378925840,1664,13624900,KSQ,Education
336680,KR7336680004,탑런토탈솔루션,KOSDAQ,중견기업부,8480,2,-70,-0.82,8560,8560,8420,8027,68003810,1659,19572779,KSQ,Auto Components
243840,KR7243840006,신흥에스이씨,KOSDAQ,우량기업부,4295,2,-40,-0.92,4390,4405,4290,20273,87803485,1656,38558235,KSQ,Electtronic Equipment & Instruments
008830,KR7008830002,대동기어,KOSDAQ,우량기업부,18420,2,-530,-2.8,19130,19130,18320,287227,5391470170,1655,8987520,KSQ,Machinery
038390,KR7038390001,레드캡투어,KOSDAQ,우량기업부,9870,2,-70,-0.7,10000,10080,9830,91811,911598135,1650,16720822,KSQ,Hotel & Leisure
073010,KR7073010001,케이에스피,KOSDAQ,우량기업부,4095,2,-110,-2.62,4205,4250,4065,106405,438269155,1645,40191250,KSQ,Shipbuilding
203650,KR7203650007,드림시큐리티,KOSDAQ,우량기업부,3250,2,-40,-1.22,3295,3310,3245,47961,157241469,1644,50605754,KSQ,Commercial Services & Supplies
458870,KR7458870003,씨어스테크놀로지,KOSDAQ,기술성장기업부,13060,2,-270,-2.03,13480,13480,13040,16668,219665395,1644,12590880,KSQ,Health Care Equipment & Supplies
108380,KR7108380007,대양전기공업,KOSDAQ,우량기업부,17160,1,140,0.82,17420,17770,16920,26801,463365800,1641,9567333,KSQ,Shipbuilding
048430,KR7048430003,유라테크,KOSDAQ,우량기업부,14240,1,530,3.87,13260,14720,12600,2950123,41297247895,1640,11520000,KSQ,Auto Components
206560,KR7206560005,덱스터,KOSDAQ,기술성장기업부,6450,3,0,0.0,6580,6580,6400,36477,235782820,1639,25411736,KSQ,Media
124500,KR7124500000,아이티센,KOSDAQ,중견기업부,7060,1,600,9.29,6630,7170,6550,1244066,8622618865,1638,23204527,KSQ,Metal & Mining
084650,KR7084650001,랩지노믹스,KOSDAQ,우량기업부,2205,2,-20,-0.9,2225,2260,2200,488362,1089072695,1636,74239990,KSQ,Health Care Equipment & Supplies
192440,KR7192440006,슈피겐코리아,KOSDAQ,우량기업부,26300,2,-100,-0.38,26700,26800,26200,5326,140780150,1634,6216363,KSQ,Mobile phone and Mobile accessory
274090,KR7274090000,켄코아에어로스페이스,KOSDAQ,기술성장기업부,12460,2,-190,-1.5,12810,12870,12410,134027,1693536050,1632,13104750,KSQ,Commercial Services & Supplies
033160,KR7033160003,엠케이전자,KOSDAQ,중견기업부,7390,2,-160,-2.12,7570,7630,7320,69774,518997350,1630,22066331,KSQ,Semiconductors & Semiconductor Equipment
365330,KR7365330000,에스와이스틸텍,KOSDAQ,중견기업부,5310,2,-70,-1.3,5450,5500,5280,172101,925816680,1625,30610000,KSQ,Building Products
303810,KR7303810006,동국생명과학,KOSDAQ,중견기업부,10120,1,90,0.9,10030,10230,9950,153345,1552733335,1618,15992070,KSQ,Health Care Equipment & Supplies
456070,KR7456070002,이엔셀,KOSDAQ,기술성장기업부,14920,2,-80,-0.53,15150,15200,14810,36796,550122520,1611,10802927,KSQ,Pharmaceuticals
046440,KR7046440004,KG모빌리언스,KOSDAQ,우량기업부,4240,2,-85,-1.97,4350,4400,4230,47348,203549308,1611,38010802,KSQ,Internet Services
214180,KR7214180002,헥토이노베이션,KOSDAQ,우량기업부,12200,2,-140,-1.13,12260,12380,12180,13614,166998085,1601,13124613,KSQ,IT Services
474170,KR7474170008,루미르,KOSDAQ,기술성장기업부,8990,1,40,0.45,9030,9150,8950,84062,762192820,1593,17727696,KSQ,Commercial Services & Supplies
088800,KR7088800008,에이스테크,KOSDAQ,중견기업부,701,0,0,0.0,0,0,0,0,0,1587,226519303,KSQ,Commuications Equipment
108230,KR7108230004,톱텍,KOSDAQ,벤처기업부,4175,2,-35,-0.83,4210,4230,4140,22389,93452891,1587,38023245,KSQ,Display and Display accessory
376270,KR7376270005,에이치이엠파마,KOSDAQ,기술성장기업부,22800,1,150,0.66,22850,23100,22650,22716,521350725,1587,6962039,KSQ,Health Care Equipment & Supplies
310200,KR7310200001,애니플러스,KOSDAQ,우량기업부,3480,1,150,4.5,3335,3530,3330,544741,1877840705,1584,45520979,KSQ,Media
267320,KR7267320000,나인테크,KOSDAQ,벤처기업부,3435,2,-195,-5.37,3610,3610,3420,1685425,5858143649,1582,46064388,KSQ,Electtronic Equipment & Instruments
024060,KR7024060006,흥구석유,KOSDAQ,중견기업부,10540,2,-390,-3.57,10600,10740,10490,116229,1232690925,1581,15000000,KSQ,"Oil, Gas & consumable Fuels"
037460,KR7037460003,삼지전자,KOSDAQ,우량기업부,9680,2,-70,-0.72,9750,9850,9650,35303,344177425,1579,16318522,KSQ,Commuications Equipment
033640,KR7033640004,네패스,KOSDAQ,중견기업부,6820,2,-80,-1.16,6870,7040,6780,31564,217080755,1572,23059202,KSQ,Semiconductors & Semiconductor Equipment
049950,KR7049950009,미래컴퍼니,KOSDAQ,우량기업부,17830,2,-230,-1.27,18250,18250,17820,5702,102268565,1572,8817884,KSQ,Display and Display accessory
307750,KR7307750000,국전약품,KOSDAQ,우량기업부,3140,2,-15,-0.48,3170,3185,3130,19847,62579165,1568,49966130,KSQ,Pharmaceuticals
083790,KR7083790006,CG인바이츠,KOSDAQ,벤처기업부,2040,2,-25,-1.21,2070,2080,2020,17987,36751090,1568,76894182,KSQ,Biotechnology
096240,KR7096240007,크레버스,KOSDAQ,우량기업부,14080,1,70,0.5,14040,14160,14010,8642,121893255,1568,11138180,KSQ,Education
006620,KR7006620009,동구바이오제약,KOSDAQ,우량기업부,5500,1,50,0.92,5450,5540,5430,40673,223594950,1565,28464992,KSQ,Pharmaceuticals
032300,KR7032300006,한국파마,KOSDAQ,중견기업부,14330,1,130,0.92,14340,14440,14200,3009,43210190,1562,10906701,KSQ,Pharmaceuticals
079960,KR7079960001,동양이엔피,KOSDAQ,우량기업부,19850,2,-120,-0.6,19970,20150,19800,6967,139214805,1560,7860000,KSQ,Electtronic Equipment & Instruments
299030,KR7299030007,하나기술,KOSDAQ,벤처기업부,19480,2,-170,-0.87,19650,19870,19480,6031,118244450,1557,7994910,KSQ,Electtronic Equipment & Instruments
126340,KR7126340009,비나텍,KOSDAQ,우량기업부,24400,1,450,1.88,24200,24550,23950,9688,234702325,1554,6372438,KSQ,Electrical Equipment
205100,KR7205100001,엑셈,KOSDAQ,우량기업부,2160,2,-10,-0.46,2180,2185,2150,337352,730561318,1554,71963431,KSQ,IT Services
023910,KR7023910003,대한약품,KOSDAQ,우량기업부,25850,3,0,0.0,25850,25900,25700,1837,47404575,1551,6000000,KSQ,Pharmaceuticals
083310,KR7083310003,엘오티베큠,KOSDAQ,우량기업부,8690,3,0,0.0,8740,8810,8610,24710,215803120,1547,17810033,KSQ,Semiconductors & Semiconductor Equipment
104460,KR7104460001,디와이피엔에프,KOSDAQ,중견기업부,14440,2,-90,-0.62,14550,14580,14050,8176,118031235,1547,10713625,KSQ,Machinery
036190,KR7036190007,금화피에스시,KOSDAQ,우량기업부,25550,3,0,0.0,25550,25650,25450,1844,47097075,1533,6000000,KSQ,Construction & Engineering
041440,KR7041440009,현대에버다임,KOSDAQ,중견기업부,8440,2,-90,-1.06,8620,8650,8400,119759,1022519940,1512,17915944,KSQ,Machinery
053080,KR7053080008,케이엔솔,KOSDAQ,우량기업부,11600,1,10,0.09,11600,11870,11520,14613,170948575,1507,12999807,KSQ,Machinery
407400,KR7407400001,꿈비,KOSDAQ,벤처기업부,12140,2,-70,-0.57,12700,12830,12050,482796,5992865330,1506,12410178,KSQ,Household Durables
078350,KR7078350006,한양디지텍,KOSDAQ,우량기업부,9850,1,20,0.2,9840,10030,9600,21436,212012465,1501,15244382,KSQ,Semiconductors & Semiconductor Equipment
027830,KR7027830009,대성창투,KOSDAQ,중견기업부,2780,1,130,4.91,2725,2900,2630,8414234,23450415207,1501,54000000,KSQ,Diversified Financial Services
451760,KR7451760003,컨텍,KOSDAQ,기술성장기업부,9990,2,-40,-0.4,10140,10140,9930,8378,83984280,1497,14991476,KSQ,Commercial Services & Supplies
354320,KR7354320004,알멕,KOSDAQ,기술성장기업부,23400,3,0,0.0,23700,23700,23350,9297,218770750,1495,6391381,KSQ,Auto Components
029480,KR7029480001,광무,KOSDAQ,중견기업부,2705,1,85,3.24,2760,2900,2640,749747,2071767325,1488,55028621,KSQ,Electtronic Equipment & Instruments
298540,KR7298540006,더네이쳐홀딩스,KOSDAQ,우량기업부,10080,2,-30,-0.3,10130,10300,10050,20957,213561515,1488,14765856,KSQ,"Textiles,Apparel"
158430,KR7158430009,아톤,KOSDAQ,벤처기업부,6000,2,-40,-0.66,6350,6690,5930,5120300,32528383170,1487,24798851,KSQ,Software
214680,KR7214680001,디알텍,KOSDAQ,우량기업부,2005,2,-25,-1.23,2030,2045,1999,176870,357358875,1484,74015254,KSQ,Health Care Equipment & Supplies
405100,KR7405100009,큐알티,KOSDAQ,벤처기업부,12050,1,20,0.17,12030,12450,11900,34006,414071365,1480,12289301,KSQ,Semiconductors & Semiconductor Equipment
092460,KR7092460005,한라IMS,KOSDAQ,우량기업부,8650,2,-240,-2.7,8900,8910,8590,58099,502923230,1479,17109680,KSQ,Shipbuilding
263860,KR7263860009,지니언스,KOSDAQ,벤처기업부,16290,1,1040,6.82,15860,16420,15250,147928,2375355360,1479,9079600,KSQ,Software
453450,KR7453450009,그리드위즈,KOSDAQ,벤처기업부,18600,1,340,1.86,18750,18840,18130,95046,1758709155,1477,7942750,KSQ,Eletric Utilities
052330,KR7052330008,코텍,KOSDAQ,우량기업부,8930,2,-170,-1.87,9090,9090,8930,14045,126138500,1475,16527174,KSQ,Display and Display accessory
226400,KR7226400000,오스테오닉,KOSDAQ,기술성장기업부,7140,1,30,0.42,7110,7200,6960,58329,415543680,1475,20661601,KSQ,Health Care Equipment & Supplies
251370,KR7251370003,와이엠티,KOSDAQ,벤처기업부,9000,1,220,2.51,8780,9040,8700,18781,167194860,1468,16314464,KSQ,Chemicals
005710,KR7005710009,대원산업,KOSDAQ,우량기업부,7270,2,-90,-1.22,7360,7470,7250,9358,68707100,1456,20037600,KSQ,Auto Components
297090,KR7297090003,씨에스베어링,KOSDAQ,중견기업부,5320,2,-20,-0.37,5330,5410,5290,18638,99596040,1450,27270000,KSQ,Machinery
205500,KR7205500002,넥써쓰,KOSDAQ,중견기업부,2475,1,20,0.81,2405,2515,2405,152236,373125505,1448,58507699,KSQ,Game Software
092190,KR7092190008,서울바이오시스,KOSDAQ,중견기업부,3152,2,-93,-2.87,3240,3245,3150,12067,38334801,1445,45868383,KSQ,Display and Display accessory
071200,KR7071200000,인피니트헬스케어,KOSDAQ,우량기업부,5890,2,-60,-1.01,5940,6070,5810,254617,1514944445,1436,24396458,KSQ,Health Care Equipment & Supplies
388050,KR7388050007,지투파워,KOSDAQ,중견기업부,7680,1,30,0.39,7710,7790,7550,212107,1622619725,1436,18709437,KSQ,Electrical Equipment
005860,KR7005860002,한일사료,KOSDAQ,우량기업부,3640,2,-25,-0.68,3665,3700,3610,103235,378056161,1434,39403685,KSQ,Food Products
078140,KR7078140001,대봉엘에스,KOSDAQ,우량기업부,12930,2,-230,-1.75,13240,13240,12900,52789,687641565,1433,11086579,KSQ,Pharmaceuticals
317870,KR7317870004,엔바이오니아,KOSDAQ,기술성장기업부,16850,2,-250,-1.46,17150,17150,16830,1466,24848110,1433,8506750,KSQ,Household Durables
393210,KR7393210000,토마토시스템,KOSDAQ,기술성장기업부,9150,1,1280,16.26,7790,9820,7770,21672171,197538329170,1428,15614544,KSQ,IT Services
290550,KR7290550003,디케이티,KOSDAQ,우량기업부,7140,2,-10,-0.14,7160,7230,7010,11876,85024250,1428,20001230,KSQ,Mobile phone and Mobile accessory
026150,KR7026150003,특수건설,KOSDAQ,중견기업부,8120,1,180,2.27,8060,8500,7970,746146,6179304200,1424,17546331,KSQ,Construction & Engineering
282880,KR7282880004,코윈테크,KOSDAQ,우량기업부,12770,2,-190,-1.47,12950,13070,12740,7307,94156730,1422,11141807,KSQ,Machinery
123040,KR7123040008,엠에스오토텍,KOSDAQ,우량기업부,2270,2,-25,-1.09,2295,2320,2260,74797,171287669,1421,62628299,KSQ,Auto Components
030960,KR7030960009,양지사,KOSDAQ,중견기업부,8890,2,-20,-0.22,8880,8980,8860,42859,381749965,1420,15980000,KSQ,Commercial Services & Supplies
439580,KR7439580002,블루엠텍,KOSDAQ,기술성장기업부,12710,2,-410,-3.13,13120,13200,12630,147861,1911229980,1419,11170221,KSQ,Health Care Equipment & Supplies
095190,KR7095190005,이엠코리아,KOSDAQ,중견기업부,2175,1,10,0.46,2165,2210,2150,29922,65289486,1419,65260462,KSQ,Machinery
051160,KR7051160000,지어소프트,KOSDAQ,우량기업부,9170,2,-60,-0.65,9240,9290,9140,30239,278695330,1419,15474430,KSQ,Distributors
140670,KR7140670001,알에스오토메이션,KOSDAQ,벤처기업부,15240,1,30,0.2,15070,15500,15040,120607,1836391200,1417,9303140,KSQ,Machinery
073490,KR7073490005,이노와이어리스,KOSDAQ,우량기업부,18610,1,240,1.31,18360,18640,18170,25077,460910990,1415,7603846,KSQ,Commuications Equipment
006910,KR7006910004,보성파워텍,KOSDAQ,중견기업부,2880,1,35,1.23,2940,2940,2850,300298,868409314,1414,49129824,KSQ,Electrical Equipment
136540,KR7136540002,윈스테크넷,KOSDAQ,우량기업부,11480,1,10,0.09,11470,11590,11450,4379,50216980,1409,12279746,KSQ,Software
048530,KR7048530000,인트론바이오,KOSDAQ,기술성장기업부,4120,1,40,0.98,4080,4165,4080,34280,141746415,1407,34150762,KSQ,Biotechnology
382840,KR7382840007,원준,KOSDAQ,중견기업부,9190,2,-60,-0.65,9300,9360,9150,37389,345600185,1403,15271581,KSQ,Electtronic Equipment & Instruments
424960,KR7424960003,스마트레이더시스템,KOSDAQ,기술성장기업부,8950,2,-210,-2.29,9150,9260,8930,36493,331471365,1403,15677340,KSQ,Auto Components
234690,KR7234690006,녹십자웰빙,KOSDAQ,우량기업부,7900,1,90,1.15,7850,7930,7770,15762,124391775,1402,17752276,KSQ,Pharmaceuticals
005990,KR7005990007,매일홀딩스,KOSDAQ,우량기업부,10200,1,510,5.26,10070,10530,9940,39546,406206120,1399,13718304,KSQ,Food Products
044990,KR7044990000,에이치엔에스하이텍,KOSDAQ,기술성장기업부,17320,2,-420,-2.37,17740,17740,17310,11459,202121460,1391,8036064,KSQ,Electtronic Equipment & Instruments
